Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
1797,Female,65,Chicago,Silver,2860.8,18,4.5,TRUE,269,Neutral
2531,Female,19,Chicago,Gold,1211.31,43,2.2,TRUE,235,Unsatisfied
1256,Female,51,Houston,Gold,278.9,9,1.8,True,125,Unsatisfied
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral
1868,Female,20,New York,Gold,2895.23,10,1.5,FALSE,126,Unsatisfied
278,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied
6294,Male,34,New York,Gold,591.37,35,2.5,TRUE,278,Unsatisfied
3832,Male,67,Miami,Bronze,429.28,3,1.3,TRUE,195,Unsatisfied
3131,Female,48,Los Angeles,Silver,124.53,29,2.3,TRUE,1,Neutral
4275,Female,55,San Francisco,Gold,1289.14,22,4.4,FALSE,170,Neutral
3048,Male,18,Los Angeles,Gold,2336.36,42,4.4,FALSE,11,Satisfied
6309,Male,64,Los Angeles,Silver,214.28,25,3.7,FALSE,268,Satisfied
3963,Female,39,Miami,Gold,2103.22,39,2.6,TRUE,298,Satisfied
5987,Male,34,Chicago,Gold,364.96,27,1.5,TRUE,74,Satisfied
6313,Male,20,Miami,Bronze,2668.45,26,4.2,TRUE,40,Satisfied
3972,Female,25,New York,Gold,444.83,9,5.0,TRUE,183,Unsatisfied
3214,Male,65,Los Angeles,Gold,2633.63,21,3.3,FALSE,16,Satisfied
2462,Female,35,Miami,Silver,1974.96,3,2.9,TRUE,242,Satisfied
2962,Male,25,San Francisco,Silver,2242.41,26,3.6,TRUE,38,Satisfied
2465,Male,29,New York,Silver,529.23,10,3.9,FALSE,194,Unsatisfied
1778,Female,26,Chicago,Silver,2271.64,42,4.5,FALSE,104,Neutral
2334,Female,26,Houston,Silver,266.66,4,4.4,TRUE,237,Neutral
1146,Male,49,Miami,Gold,2529.09,24,4.5,False,38,Unsatisfied
5293,Male,53,Chicago,Bronze,105.17,36,2.6,FALSE,51,Satisfied
3988,Male,49,New York,Bronze,132.49,10,1.1,TRUE,363,Unsatisfied
4848,Female,51,Houston,Silver,2293.93,19,1.2,FALSE,93,Unsatisfied
6321,Male,23,Los Angeles,Bronze,157.19,29,3.0,TRUE,17,Neutral
2033,Male,67,Houston,Bronze,1074.33,14,4.1,FALSE,15,Unsatisfied
957,Female,32,Miami,Bronze,2034.3,22,1.7,True,304,Unsatisfied
4934,Male,53,San Francisco,Silver,2058.41,46,4.7,TRUE,328,Neutral
2660,Female,28,New York,Gold,1948.33,31,1.2,FALSE,325,Neutral
1134,Female,65,Los Angeles,Bronze,243.36,49,1.4,False,88,Neutral
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
3946,Female,19,Los Angeles,Gold,1625.26,38,3.4,FALSE,296,Neutral
4751,Female,44,Los Angeles,Gold,934.16,33,2.9,TRUE,97,Neutral
6122,Female,20,San Francisco,Bronze,1300.99,16,2.8,TRUE,150,Satisfied
6386,Male,24,Chicago,Gold,2204.97,23,3.3,TRUE,298,Unsatisfied
6248,Female,37,San Francisco,Bronze,1298.75,20,3.7,TRUE,101,Neutral
5242,Female,65,Chicago,Bronze,1006.37,44,1.3,FALSE,348,Neutral
3801,Male,20,Miami,Silver,984.77,50,3.7,FALSE,258,Neutral
3630,Male,33,Los Angeles,Silver,789.61,38,5.0,FALSE,296,Neutral
366,Female,43,Chicago,Bronze,505.75,10,3.3,True,42,Unsatisfied
3957,Female,52,Miami,Gold,536.95,42,1.8,FALSE,324,Satisfied
324,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied
1117,Male,44,Miami,Silver,2941.72,33,2.9,True,129,Satisfied
1306,Female,49,Chicago,Silver,351.58,3,3.3,True,116,Satisfied
6058,Female,54,Los Angeles,Silver,2508.68,11,4.9,FALSE,167,Satisfied
5202,Male,54,Houston,Gold,1731.95,23,4.3,TRUE,25,Satisfied
5211,Female,31,Chicago,Bronze,1368.22,40,4.1,FALSE,283,Neutral
2553,Female,69,Houston,Silver,1898.32,40,2.1,FALSE,195,Neutral
4677,Male,30,Chicago,Gold,1867.34,11,3.8,TRUE,273,Neutral
6439,Female,30,Los Angeles,Silver,2300.54,6,3.1,FALSE,149,Satisfied
3330,Female,63,New York,Bronze,1503.06,46,1.3,FALSE,76,Satisfied
530,Male,50,Los Angeles,Bronze,1354.0,6,3.6,True,91,Neutral
4940,Female,31,San Francisco,Bronze,1237.64,42,5.0,FALSE,97,Unsatisfied
2804,Male,30,Houston,Bronze,1556.36,8,1.9,TRUE,348,Neutral
4140,Female,64,New York,Silver,2529.05,15,1.5,FALSE,159,Satisfied
2421,Female,62,Los Angeles,Silver,1570.53,31,3.5,FALSE,215,Neutral
776,Male,21,New York,Gold,997.52,47,3.2,True,128,Neutral
3684,Female,50,Houston,Gold,1120.45,4,4.0,TRUE,265,Neutral
2485,Male,68,Chicago,Bronze,556.92,45,4.2,TRUE,250,Unsatisfied
1973,Female,68,Chicago,Silver,1000.91,17,2.6,FALSE,134,Neutral
4062,Male,31,San Francisco,Silver,1017.54,32,3.1,FALSE,31,Satisfied
2065,Male,66,Houston,Gold,1350.12,19,1.3,TRUE,74,Neutral
3765,Female,68,Miami,Bronze,2248.5,28,2.9,FALSE,257,Unsatisfied
3731,Male,62,New York,Bronze,1827.94,1,1.6,FALSE,85,Neutral
4904,Male,70,Los Angeles,Bronze,1137.14,48,4.6,FALSE,249,Unsatisfied
6272,Male,65,New York,Bronze,2225.32,33,2.0,FALSE,71,Unsatisfied
4270,Male,18,Houston,Bronze,1413.93,15,4.3,FALSE,13,Neutral
194,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied
3949,Male,40,Houston,Gold,547.34,25,1.9,FALSE,165,Neutral
673,Male,29,Houston,Bronze,2284.94,15,4.6,False,343,Unsatisfied
4042,Female,59,Houston,Silver,1837.38,11,3.8,TRUE,36,Satisfied
168,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
4776,Female,26,New York,Silver,2290.43,32,4.3,FALSE,295,Satisfied
2712,Female,46,Houston,Bronze,1675.3,42,4.4,TRUE,210,Unsatisfied
4902,Female,52,Los Angeles,Bronze,158.13,50,1.5,FALSE,96,Satisfied
184,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral
5305,Male,43,Chicago,Gold,2524.74,21,2.2,FALSE,163,Neutral
4972,Male,49,Miami,Silver,1297.35,36,4.4,TRUE,132,Satisfied
2292,Female,55,New York,Gold,1852.94,16,1.4,TRUE,251,Satisfied
4121,Male,18,Miami,Bronze,1475.46,44,1.6,TRUE,101,Satisfied
4055,Male,31,Miami,Bronze,485.31,27,3.2,TRUE,304,Unsatisfied
3744,Female,40,New York,Silver,663.71,27,3.6,TRUE,313,Satisfied
4728,Female,43,Los Angeles,Silver,2193.94,16,4.0,TRUE,101,Unsatisfied
4157,Female,34,New York,Gold,1242.99,16,2.0,FALSE,225,Satisfied
3729,Male,31,Los Angeles,Bronze,2459.58,9,1.5,FALSE,64,Satisfied
4069,Male,33,Chicago,Bronze,1998.5,18,4.1,TRUE,94,Unsatisfied
2783,Female,52,Los Angeles,Bronze,2284.12,35,3.9,TRUE,231,Satisfied
4927,Female,51,New York,Bronze,2387.27,9,3.5,FALSE,311,Satisfied
4250,Female,58,San Francisco,Gold,188.84,48,4.6,FALSE,56,Satisfied
1929,Female,40,Chicago,Gold,1070.06,14,4.5,FALSE,192,Neutral
5240,Female,56,Chicago,Silver,1462.95,5,1.4,FALSE,120,Neutral
2064,Male,40,Los Angeles,Silver,1715.77,40,3.8,FALSE,134,Satisfied
4335,Male,37,Miami,Silver,452.2,25,4.7,TRUE,196,Satisfied
5758,Male,58,Los Angeles,Silver,729.96,46,4.8,FALSE,153,Neutral
5572,Female,57,Chicago,Bronze,1337.95,23,1.5,FALSE,212,Satisfied
2607,Male,42,Chicago,Silver,1819.47,32,4.0,FALSE,323,Unsatisfied
4320,Female,50,Houston,Bronze,1907.74,8,1.8,TRUE,309,Satisfied
5291,Female,23,Chicago,Bronze,354.82,20,5.0,TRUE,246,Neutral
1759,Female,43,Chicago,Gold,2057.58,50,3.9,TRUE,166,Satisfied
4874,Female,22,Chicago,Bronze,1272.94,33,3.7,FALSE,166,Unsatisfied
1016,Female,47,Miami,Bronze,2021.13,4,4.2,True,122,Neutral
484,Female,31,San Francisco,Bronze,2977.72,4,4.4,True,174,Satisfied
4048,Female,18,Houston,Silver,600.81,9,4.4,TRUE,363,Unsatisfied
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied
2771,Male,39,Chicago,Gold,1083.58,49,4.5,TRUE,29,Satisfied
6129,Female,42,New York,Gold,955.22,20,3.2,TRUE,152,Neutral
3568,Male,18,Houston,Silver,2867.16,47,3.3,TRUE,203,Neutral
1666,Female,33,New York,Silver,1061.66,22,4.5,FALSE,190,Satisfied
2288,Male,46,San Francisco,Silver,1823.81,22,1.4,TRUE,94,Satisfied
1670,Male,63,San Francisco,Bronze,2746.72,41,2.9,TRUE,329,Satisfied
1957,Male,42,Chicago,Silver,1339.66,16,4.1,FALSE,88,Neutral
5833,Female,46,New York,Silver,2189.78,9,1.0,TRUE,289,Unsatisfied
2623,Male,32,Los Angeles,Silver,1690.39,6,1.9,TRUE,114,Unsatisfied
5748,Female,35,Los Angeles,Gold,223.51,8,3.8,TRUE,81,Neutral
3304,Female,18,New York,Gold,2523.87,43,2.5,FALSE,188,Satisfied
719,Male,41,Houston,Gold,211.08,13,4.2,True,62,Satisfied
3517,Female,70,Miami,Bronze,2957.92,39,3.1,FALSE,313,Neutral
2951,Male,56,Los Angeles,Silver,346.74,36,1.2,FALSE,299,Unsatisfied
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied
4748,Female,62,Miami,Gold,1455.75,44,3.7,FALSE,7,Neutral
5308,Female,38,Los Angeles,Bronze,1843.02,24,1.1,TRUE,4,Unsatisfied
4449,Male,48,Miami,Gold,1854.86,11,2.2,FALSE,71,Neutral
6111,Male,37,Houston,Bronze,697.31,41,3.6,FALSE,200,Neutral
5302,Female,60,New York,Silver,1867.4,37,3.4,FALSE,24,Neutral
706,Male,42,San Francisco,Bronze,2573.93,8,2.1,False,53,Neutral
5531,Male,55,Houston,Silver,2663.31,5,4.0,FALSE,7,Unsatisfied
2494,Male,60,Los Angeles,Gold,1707.7,35,3.0,TRUE,322,Neutral
3171,Female,55,Houston,Gold,671.98,2,1.8,TRUE,125,Neutral
4653,Female,29,San Francisco,Gold,2565.99,28,2.7,FALSE,363,Satisfied
483,Female,64,Los Angeles,Silver,1475.45,38,3.7,False,260,Satisfied
4877,Male,61,Miami,Bronze,1278.75,44,2.4,FALSE,345,Unsatisfied
453,Male,64,Houston,Gold,253.58,48,3.8,False,49,Neutral
3000,Female,47,Chicago,Silver,811.29,44,4.4,FALSE,186,Neutral
603,Female,26,Chicago,Bronze,1271.31,16,1.6,True,315,Unsatisfied
3144,Male,31,Houston,Gold,2100.35,44,3.1,TRUE,107,Unsatisfied
775,Female,42,Houston,Silver,2896.65,46,3.4,False,63,Satisfied
1524,Male,45,Chicago,Gold,2440.55,41,2.9,TRUE,167,Satisfied
6448,Female,27,New York,Bronze,2596.47,8,1.0,FALSE,230,Unsatisfied
3747,Female,52,Houston,Bronze,1751.66,34,1.4,TRUE,209,Neutral
4279,Male,40,New York,Gold,242.26,50,4.0,TRUE,97,Neutral
5478,Male,52,New York,Bronze,515.2,19,2.5,TRUE,236,Unsatisfied
2572,Male,51,Houston,Bronze,1337.5,48,1.9,FALSE,250,Unsatisfied
3103,Female,50,Los Angeles,Silver,2717.57,20,2.7,FALSE,283,Unsatisfied
1420,Female,54,Los Angeles,Bronze,1888.82,39,2.1,True,29,Neutral
6071,Female,22,Los Angeles,Bronze,320.71,33,3.8,TRUE,156,Unsatisfied
3376,Female,35,New York,Bronze,2423.2,50,2.3,TRUE,313,Unsatisfied
3033,Male,25,Miami,Silver,2658.44,30,3.5,TRUE,181,Neutral
5306,Female,28,Los Angeles,Silver,555.27,31,2.4,TRUE,183,Unsatisfied
5672,Male,47,Miami,Gold,1107.49,2,1.6,FALSE,198,Satisfied
2601,Female,62,New York,Silver,1186.63,35,4.6,FALSE,270,Satisfied
1056,Male,67,San Francisco,Bronze,1518.51,3,4.8,False,328,Unsatisfied
489,Male,47,Chicago,Silver,1605.07,42,5.0,True,329,Neutral
5058,Male,51,San Francisco,Bronze,118.04,15,4.9,FALSE,106,Satisfied
2960,Male,49,Houston,Bronze,1272.03,39,2.6,FALSE,180,Satisfied
588,Male,52,Chicago,Bronze,2730.36,26,3.5,True,343,Unsatisfied
3991,Female,67,Miami,Silver,660.04,40,4.1,TRUE,348,Satisfied
4926,Female,35,Miami,Bronze,1365.75,36,2.9,FALSE,76,Neutral
1122,Female,57,San Francisco,Silver,1394.57,46,4.7,True,246,Neutral
5015,Female,56,New York,Silver,2335.52,46,4.9,FALSE,137,Neutral
714,Female,32,Chicago,Silver,2422.27,24,1.0,True,348,Satisfied
1545,Male,49,Chicago,Silver,2884.29,5,2.5,TRUE,198,Satisfied
486,Female,49,Chicago,Gold,1509.85,7,5.0,True,4,Satisfied
1743,Female,53,Los Angeles,Gold,867.41,29,4.9,TRUE,246,Neutral
5344,Female,35,Miami,Silver,997.55,21,2.1,FALSE,310,Neutral
2937,Male,33,New York,Gold,2225.97,25,3.3,TRUE,170,Satisfied
2564,Female,50,San Francisco,Bronze,1676.3,32,2.0,FALSE,17,Satisfied
5609,Female,29,Houston,Silver,226.63,9,2.9,TRUE,348,Satisfied
1580,Female,55,New York,Silver,1732.66,12,2.1,FALSE,20,Neutral
3490,Female,62,San Francisco,Silver,1938.55,10,4.7,TRUE,94,Unsatisfied
4582,Male,49,New York,Gold,1734.07,45,3.6,TRUE,293,Satisfied
4370,Female,65,San Francisco,Bronze,335.72,14,4.2,FALSE,91,Satisfied
4435,Male,62,San Francisco,Gold,626.68,45,1.7,TRUE,274,Neutral
3522,Female,36,Los Angeles,Silver,1443.72,2,4.1,TRUE,243,Neutral
4930,Female,40,San Francisco,Gold,1496.09,18,4.5,TRUE,155,Unsatisfied
5749,Male,36,Chicago,Silver,968.26,25,2.1,TRUE,213,Unsatisfied
2025,Female,60,Chicago,Gold,2412.23,18,1.1,TRUE,2,Unsatisfied
166,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
6259,Female,60,San Francisco,Bronze,413.15,2,1.6,TRUE,205,Neutral
795,Male,42,Houston,Silver,2171.01,14,3.1,True,177,Neutral
5967,Female,68,San Francisco,Silver,2488.01,19,3.8,TRUE,250,Satisfied
460,Male,22,Chicago,Bronze,1269.3,10,4.8,False,308,Satisfied
946,Male,21,Los Angeles,Bronze,2491.78,33,2.2,True,218,Satisfied
3648,Female,42,Houston,Silver,1068.39,2,1.6,TRUE,193,Unsatisfied
5239,Female,54,Houston,Bronze,2120.33,26,1.0,TRUE,187,Neutral
3803,Female,34,Houston,Gold,526.69,4,3.3,FALSE,320,Unsatisfied
3483,Female,49,Los Angeles,Silver,2346.73,49,2.0,TRUE,209,Neutral
5270,Female,52,San Francisco,Bronze,2051.33,12,2.2,TRUE,31,Neutral
778,Female,63,Los Angeles,Bronze,344.75,34,1.2,False,96,Unsatisfied
2329,Male,65,Miami,Gold,2420.48,12,4.2,TRUE,312,Satisfied
5761,Male,30,Chicago,Silver,2064.05,29,4.2,FALSE,329,Satisfied
5540,Female,50,Chicago,Silver,2180.14,44,4.0,FALSE,241,Satisfied
1214,Male,66,Chicago,Bronze,1358.81,16,1.8,True,229,Satisfied
5275,Female,68,Houston,Gold,2576.15,46,1.6,FALSE,230,Satisfied
4382,Male,52,San Francisco,Gold,1371.9,14,4.4,FALSE,146,Satisfied
3721,Male,21,New York,Gold,899.55,1,4.7,TRUE,254,Satisfied
6216,Male,20,Chicago,Gold,488.1,41,2.5,TRUE,65,Unsatisfied
3814,Female,30,Los Angeles,Silver,286.33,41,1.5,FALSE,174,Unsatisfied
5280,Male,23,Miami,Bronze,167.27,44,3.3,FALSE,275,Satisfied
3725,Female,47,San Francisco,Silver,427.78,10,2.9,FALSE,90,Neutral
3818,Male,38,Los Angeles,Bronze,2589.9,24,2.3,TRUE,240,Unsatisfied
1316,Female,43,Los Angeles,Silver,990.06,26,1.8,True,111,Unsatisfied
6159,Male,63,Miami,Gold,192.97,40,3.8,FALSE,122,Unsatisfied
3828,Male,24,San Francisco,Gold,2141.98,1,2.2,FALSE,139,Neutral
3204,Female,18,Los Angeles,Gold,1377.5,21,4.0,FALSE,117,Satisfied
3442,Male,58,Houston,Gold,1638.92,24,4.1,FALSE,343,Neutral
1124,Male,61,Houston,Silver,2847.99,22,2.7,False,197,Satisfied
1036,Male,27,New York,Gold,2165.24,43,2.6,False,43,Unsatisfied
4161,Male,43,New York,Gold,337.21,23,4.7,FALSE,287,Unsatisfied
4625,Female,20,Miami,Silver,2281.16,10,1.7,TRUE,95,Unsatisfied
3745,Male,59,San Francisco,Bronze,1530.78,48,4.7,FALSE,313,Unsatisfied
5390,Male,33,Los Angeles,Gold,773.8,26,2.7,FALSE,159,Neutral
3920,Male,63,Chicago,Silver,1625.71,41,2.2,TRUE,219,Satisfied
5245,Female,34,New York,Gold,2987.42,5,5.0,FALSE,270,Unsatisfied
5662,Female,44,Houston,Gold,1541.71,45,3.2,FALSE,102,Satisfied
5395,Female,48,Houston,Gold,1986.48,3,1.7,TRUE,17,Neutral
5207,Female,61,Houston,Bronze,519.84,32,3.6,TRUE,29,Unsatisfied
2297,Male,21,San Francisco,Silver,2825.89,7,3.3,TRUE,309,Neutral
3885,Male,34,Houston,Bronze,2399.97,14,1.2,TRUE,108,Neutral
2284,Female,28,Chicago,Bronze,1997.55,10,2.9,TRUE,106,Unsatisfied
5861,Female,59,San Francisco,Bronze,568.11,46,3.3,TRUE,211,Neutral
894,Male,19,New York,Gold,1606.07,31,2.5,True,200,Unsatisfied
4362,Female,29,Los Angeles,Bronze,697.15,32,4.7,TRUE,224,Unsatisfied
5340,Female,22,Houston,Bronze,1397.18,22,4.4,TRUE,210,Satisfied
5920,Male,18,Miami,Bronze,2430.28,10,4.5,FALSE,202,Neutral
198,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
3158,Female,25,Los Angeles,Gold,2153.31,8,1.5,FALSE,333,Neutral
5243,Male,41,New York,Silver,1108.74,31,4.3,TRUE,82,Neutral
2610,Female,63,Chicago,Silver,1522.16,13,1.4,TRUE,194,Neutral
1295,Female,21,San Francisco,Silver,2528.28,26,2.3,True,63,Unsatisfied
6033,Male,45,New York,Bronze,650.54,12,4.4,TRUE,212,Satisfied
3156,Female,55,Miami,Bronze,2593.85,23,3.3,TRUE,276,Unsatisfied
1557,Male,34,San Francisco,Silver,2733.05,40,2.1,TRUE,91,Unsatisfied
225,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied
3626,Male,68,Miami,Bronze,527.58,47,3.7,FALSE,326,Neutral
4311,Female,28,San Francisco,Bronze,1776.97,19,1.8,FALSE,187,Unsatisfied
2063,Male,69,Miami,Gold,962.53,41,4.8,TRUE,18,Satisfied
1220,Male,66,New York,Gold,781.34,43,2.0,False,268,Satisfied
5151,Male,52,Chicago,Bronze,374.94,33,4.2,FALSE,66,Unsatisfied
5492,Male,45,Chicago,Bronze,1293.07,23,2.0,FALSE,198,Neutral
5931,Female,65,Miami,Silver,2626.47,7,2.2,TRUE,314,Neutral
3109,Female,22,Houston,Bronze,2998.31,20,4.2,FALSE,329,Unsatisfied
3627,Female,55,Chicago,Silver,868.24,22,2.7,TRUE,251,Satisfied
3863,Female,31,New York,Bronze,450.44,12,3.7,TRUE,288,Unsatisfied
4034,Female,38,San Francisco,Gold,1146.67,14,4.9,FALSE,133,Satisfied
3212,Male,48,San Francisco,Silver,657.39,19,3.2,FALSE,72,Neutral
1510,Female,67,Chicago,Bronze,1651.29,14,4.2,FALSE,9,Satisfied
902,Female,47,New York,Gold,1682.16,32,4.8,True,8,Unsatisfied
5320,Male,42,Chicago,Bronze,383.05,28,4.8,FALSE,22,Satisfied
1905,Female,52,New York,Bronze,2508.97,6,1.6,FALSE,203,Neutral
5690,Male,20,Miami,Bronze,828.14,39,4.3,TRUE,286,Satisfied
1741,Male,59,New York,Gold,2503.82,22,2.2,FALSE,15,Unsatisfied
3679,Male,51,Chicago,Gold,1792.04,13,2.1,FALSE,45,Satisfied
5545,Female,26,Los Angeles,Gold,2200.9,38,5.0,TRUE,312,Unsatisfied
2628,Female,67,Los Angeles,Gold,2971.05,13,1.7,TRUE,312,Unsatisfied
2017,Female,46,Chicago,Gold,1342.5,49,4.4,TRUE,32,Satisfied
2668,Male,33,Miami,Gold,1977.91,35,4.7,TRUE,215,Unsatisfied
3495,Male,65,Houston,Bronze,652.86,14,2.1,TRUE,201,Satisfied
2666,Male,50,Chicago,Gold,1280.07,45,2.4,FALSE,310,Satisfied
2676,Female,68,San Francisco,Gold,2857.26,48,1.6,TRUE,151,Unsatisfied
4372,Male,66,Los Angeles,Bronze,2404.41,35,3.4,TRUE,238,Satisfied
6378,Female,41,San Francisco,Gold,1005.39,10,4.0,FALSE,344,Unsatisfied
4442,Male,36,Houston,Gold,1278.48,29,1.5,FALSE,180,Neutral
1393,Female,46,San Francisco,Silver,1654.5,25,2.3,True,13,Satisfied
783,Female,35,Miami,Silver,2892.82,16,1.7,False,23,Neutral
5458,Male,68,Los Angeles,Gold,1051.88,36,3.2,TRUE,158,Satisfied
3903,Male,69,Los Angeles,Gold,992.3,34,2.1,TRUE,286,Unsatisfied
3480,Male,36,Los Angeles,Bronze,740.16,41,3.8,FALSE,224,Satisfied
5004,Male,18,Chicago,Bronze,2286.52,43,3.3,FALSE,284,Neutral
2238,Male,44,Chicago,Bronze,1507.55,37,3.7,TRUE,331,Satisfied
367,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied
2838,Male,31,Houston,Bronze,1433.98,35,2.2,TRUE,284,Satisfied
5743,Female,34,San Francisco,Bronze,2677.66,26,4.4,TRUE,20,Satisfied
150,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
2678,Male,25,Chicago,Bronze,284.45,14,1.3,TRUE,128,Unsatisfied
3864,Male,50,New York,Gold,1736.17,44,3.6,FALSE,39,Satisfied
4679,Female,21,Chicago,Gold,2305.65,30,4.5,FALSE,309,Unsatisfied
4830,Male,48,San Francisco,Silver,2022.23,21,1.0,FALSE,270,Unsatisfied
3675,Female,60,Miami,Bronze,790.97,43,3.4,FALSE,35,Neutral
4315,Male,67,Miami,Bronze,2363.48,30,2.4,TRUE,145,Unsatisfied
2056,Female,52,San Francisco,Gold,2936.59,20,3.7,FALSE,200,Satisfied
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
4375,Male,22,New York,Bronze,1799.92,16,2.9,TRUE,352,Unsatisfied
6337,Male,18,Miami,Gold,1294.84,37,2.9,TRUE,94,Unsatisfied
6005,Male,58,Miami,Gold,1258.24,36,4.6,FALSE,229,Neutral
355,Male,30,San Francisco,Gold,1440.5,19,4.6,False,12,Satisfied
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
3484,Female,70,New York,Silver,568.68,15,1.1,TRUE,346,Satisfied
2586,Male,29,Los Angeles,Silver,1304.02,50,1.5,TRUE,107,Satisfied
5599,Male,37,Los Angeles,Gold,2070.05,27,4.8,TRUE,49,Neutral
4532,Female,58,Los Angeles,Bronze,794.38,16,3.5,TRUE,331,Satisfied
2461,Male,64,San Francisco,Bronze,617.17,34,3.8,TRUE,294,Neutral
2856,Male,26,Miami,Bronze,1242.36,23,1.5,TRUE,178,Satisfied
5950,Male,45,Chicago,Bronze,2806.26,37,4.7,TRUE,125,Unsatisfied
596,Female,37,New York,Silver,791.5,34,1.5,True,48,Neutral
2716,Female,61,Miami,Gold,929.23,27,4.5,TRUE,88,Neutral
3283,Female,63,Miami,Silver,2077.23,37,1.1,FALSE,305,Neutral
2592,Female,27,Los Angeles,Gold,2431.45,32,3.3,FALSE,80,Neutral
153,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
6329,Female,44,Chicago,Silver,2920.0,34,2.6,FALSE,49,Unsatisfied
2120,Female,47,Chicago,Bronze,2390.18,12,4.0,TRUE,52,Satisfied
1909,Female,47,Houston,Bronze,468.65,44,1.2,FALSE,96,Neutral
2622,Female,40,New York,Bronze,564.06,40,2.9,TRUE,317,Satisfied
5612,Female,54,New York,Bronze,2653.28,14,2.3,TRUE,328,Unsatisfied
3689,Male,64,Houston,Gold,1098.92,10,4.1,TRUE,53,Satisfied
4110,Male,36,Los Angeles,Silver,2353.45,33,4.8,TRUE,164,Neutral
1241,Female,30,Chicago,Silver,2472.03,35,3.2,False,116,Satisfied
3180,Male,28,New York,Bronze,1740.81,20,4.7,TRUE,24,Unsatisfied
5597,Male,68,New York,Silver,644.28,19,2.9,TRUE,237,Satisfied
1588,Male,56,Chicago,Gold,429.12,3,4.4,TRUE,118,Neutral
3843,Male,43,Chicago,Gold,1585.74,39,1.8,TRUE,106,Satisfied
1754,Female,27,Houston,Bronze,2555.54,10,2.2,TRUE,355,Neutral
2801,Female,65,Miami,Bronze,1500.46,24,4.6,FALSE,304,Unsatisfied
6380,Female,66,Miami,Silver,1680.58,47,3.4,TRUE,271,Unsatisfied
1091,Female,53,Houston,Gold,2904.59,14,1.1,True,103,Satisfied
3142,Male,50,Houston,Gold,1428.65,2,5.0,TRUE,258,Neutral
6154,Female,29,Houston,Silver,1793.6,22,2.6,TRUE,325,Neutral
565,Male,29,San Francisco,Gold,1252.29,14,2.5,True,289,Neutral
5892,Male,57,San Francisco,Gold,222.16,8,2.0,FALSE,193,Unsatisfied
1451,Female,51,Miami,Gold,2698.15,22,2.7,FALSE,81,Unsatisfied
4347,Female,44,New York,Bronze,1286.73,38,4.0,TRUE,94,Satisfied
6083,Male,58,Houston,Gold,2862.93,17,2.3,TRUE,161,Satisfied
6246,Female,23,San Francisco,Gold,1825.89,12,3.0,TRUE,24,Satisfied
5584,Female,42,San Francisco,Silver,314.65,32,2.8,TRUE,197,Satisfied
583,Female,56,Los Angeles,Silver,1051.02,25,1.4,False,117,Satisfied
3723,Male,22,New York,Gold,2239.41,35,3.0,FALSE,103,Neutral
1363,Male,27,San Francisco,Bronze,2639.88,20,1.6,False,184,Neutral
3097,Female,51,Miami,Bronze,2985.59,33,3.0,TRUE,173,Satisfied
3535,Female,39,Houston,Silver,1419.98,32,3.6,FALSE,92,Satisfied
4345,Female,49,San Francisco,Bronze,2714.49,27,2.8,FALSE,114,Unsatisfied
2617,Female,39,New York,Silver,1009.75,36,4.0,TRUE,241,Unsatisfied
2348,Male,40,Miami,Silver,1359.25,9,3.7,TRUE,22,Neutral
943,Female,65,San Francisco,Silver,1547.35,14,1.7,True,103,Satisfied
5858,Female,46,Miami,Silver,2173.55,6,1.5,FALSE,238,Neutral
931,Male,50,Houston,Gold,783.95,13,2.6,True,209,Unsatisfied
1828,Female,23,Chicago,Silver,2024.93,3,3.3,FALSE,305,Neutral
4008,Male,51,Miami,Silver,1802.52,15,2.7,FALSE,305,Unsatisfied
5825,Male,43,Los Angeles,Silver,1290.93,30,4.5,FALSE,56,Satisfied
5941,Female,37,New York,Silver,1411.2,25,1.8,TRUE,8,Neutral
2983,Female,45,San Francisco,Silver,482.68,6,3.1,TRUE,351,Unsatisfied
1110,Male,62,Chicago,Silver,2630.07,19,1.1,False,319,Neutral
2437,Male,19,New York,Bronze,1823.33,25,4.0,FALSE,14,Neutral
4607,Female,36,Chicago,Bronze,1987.52,34,1.9,TRUE,189,Unsatisfied
